"","yrID","siteID","bray","SD","X","YEAR","site_web_trans","site","web","transect","Temp","Temp_l1","Temp_l2","Temp_l3","Temp_l4","Temp_l5","PPT","PPT_l1","PPT_l2","PPT_l3","PPT_l4","PPT_l5","ecosystem","season","NPP","NPP_l1","NPP_l2","NPP_l3","NPP_l4","NPP_l5"
"1",2,1,0.516886213014589,0.043665870216371,61,1993,"BOER_1_108","BOER",1,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2,2,0.552204055943859,0.0448501444831829,62,1993,"BOER_1_12","BOER",1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2,3,0.526996767918088,0.0436906513470001,63,1993,"BOER_1_132","BOER",1,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2,4,0.566405677724082,0.0424968737666987,64,1993,"BOER_1_36","BOER",1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2,5,0.552829739973461,0.0430686644164232,65,1993,"BOER_1_60","BOER",1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2,6,0.552952617963608,0.0464530480505751,66,1993,"BOER_1_84","BOER",1,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2,7,0.552048749086701,0.0438771725120869,67,1993,"BOER_2_108","BOER",2,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2,8,0.547470947966052,0.0447839362918129,68,1993,"BOER_2_12","BOER",2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2,9,0.572142676776935,0.0395385918291285,69,1993,"BOER_2_132","BOER",2,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2,10,0.548377156351086,0.0414773130243388,70,1993,"BOER_2_36","BOER",2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",2,11,0.55477419958806,0.0460882181010225,71,1993,"BOER_2_60","BOER",2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2,12,0.547998866991693,0.0428368508324252,72,1993,"BOER_2_84","BOER",2,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2,13,0.563371431224628,0.0408516192733988,73,1993,"BOER_3_108","BOER",3,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2,14,0.548708787803898,0.0420006067404771,74,1993,"BOER_3_12","BOER",3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2,15,0.556041640767554,0.0468056002589233,75,1993,"BOER_3_132","BOER",3,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2,16,0.565263119538771,0.0430286219366717,76,1993,"BOER_3_36","BOER",3,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2,17,0.552523216874818,0.0396771738351017,77,1993,"BOER_3_60","BOER",3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2,18,0.562592362133182,0.0415688583018544,78,1993,"BOER_3_84","BOER",3,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2,19,0.546057907332724,0.0409229797281478,79,1993,"BOER_4_108","BOER",4,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2,20,0.551248037474373,0.0424378562839739,80,1993,"BOER_4_12","BOER",4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2,21,0.551004984892874,0.0425649041142728,81,1993,"BOER_4_132","BOER",4,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2,22,0.557189519094088,0.0429970208014927,82,1993,"BOER_4_36","BOER",4,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2,23,0.557656630282452,0.042055494455699,83,1993,"BOER_4_60","BOER",4,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2,24,0.56270746988945,0.0410426677974726,84,1993,"BOER_4_84","BOER",4,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2,25,0.555589491940221,0.044933852695699,85,1993,"BOER_5_108","BOER",5,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2,26,0.542803632726414,0.0444185303954048,86,1993,"BOER_5_12","BOER",5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2,27,0.555588367489317,0.0443111303665699,87,1993,"BOER_5_132","BOER",5,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2,28,0.564550437371455,0.0428391730177012,88,1993,"BOER_5_36","BOER",5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2,29,0.561435992919392,0.0414835089215399,89,1993,"BOER_5_60","BOER",5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
